issue_id,comment_id,Url,label,Themes,,,,,,,,,,,,,,,
YARN-895,13837201,https://issues.apache.org/jira/browse/YARN-895,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-986,13909703,https://issues.apache.org/jira/browse/YARN-986,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-5543,15429879,https://issues.apache.org/jira/browse/YARN-5543,1,Partially related,,,,,,,,,,,,,,,
YARN-7248,16183506,https://issues.apache.org/jira/browse/YARN-7248,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-4161,16117270,https://issues.apache.org/jira/browse/YARN-4161,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-6741,16071455,https://issues.apache.org/jira/browse/YARN-6741,1,"checkstyles, error test",,,,,,,,,,,,,,,
YARN-5317,15373290,https://issues.apache.org/jira/browse/YARN-5317,1,Error Test,,,,,,,,,,,,,,,
YARN-3226,15056420,https://issues.apache.org/jira/browse/YARN-3226,1,Error Test,,,,,,,,,,,,,,,
YARN-1041,13868420,https://issues.apache.org/jira/browse/YARN-1041,1,"Dependency, unrelated, error test",,,,,,,,,,,,,,,
YARN-7164,16155714,https://issues.apache.org/jira/browse/YARN-7164,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-4164,15058457,https://issues.apache.org/jira/browse/YARN-4164,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-3361,14387258,https://issues.apache.org/jira/browse/YARN-3361,1,test falkiness (non-reproduciable),,,,,,,,,,,,,,,
YARN-2788,14193636,https://issues.apache.org/jira/browse/YARN-2788,1,test falkiness (non-reproduciable),,,,,,,,,,,,,,,
YARN-347,13702792,https://issues.apache.org/jira/browse/YARN-347,1,test falkiness (non-reproduciable),,,,,,,,,,,,,,,
YARN-6734,16101924,https://issues.apache.org/jira/browse/YARN-6734,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-8867,16750736,https://issues.apache.org/jira/browse/YARN-8867,1,"Pre-commit failures, Unrelated Testing Classes",,,,,,,,,,,,,,,
YARN-7115,16146233,https://issues.apache.org/jira/browse/YARN-7115,1,"unrelated testing classes, dependnecy ",,,,,,,,,,,,,,,
YARN-8438,16521036,https://issues.apache.org/jira/browse/YARN-8438,1,test falkiness (non-reproduciable),,,,,,,,,,,,,,,
YARN-5620,15483437,https://issues.apache.org/jira/browse/YARN-5620,1,too long pending ,,,,,,,,,,,,,,,
YARN-8586,16693373,https://issues.apache.org/jira/browse/YARN-8586,1,Pre-commit failures,,,,,,,,,,,,,,,
YARN-8587,16658520,https://issues.apache.org/jira/browse/YARN-8587,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-5077,15287386,https://issues.apache.org/jira/browse/YARN-5077,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-9997,17090045,https://issues.apache.org/jira/browse/YARN-9997,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-1644,14637200,https://issues.apache.org/jira/browse/YARN-1644,1,unexpected behaviour,,,,,,,,,,,,,,,
YARN-5327,15404966,https://issues.apache.org/jira/browse/YARN-5327,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-9642,16870334,https://issues.apache.org/jira/browse/YARN-9642,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-4983,15257107,https://issues.apache.org/jira/browse/YARN-4983,1,unexpected behaviour,,,,,,,,,,,,,,,
YARN-9440,16830859,https://issues.apache.org/jira/browse/YARN-9440,1,unexpected behaviour,,,,,,,,,,,,,,,
YARN-4820,15207324,https://issues.apache.org/jira/browse/YARN-4820,1,unexpected behaviour,,,,,,,,,,,,,,,
YARN-6313,15924042,https://issues.apache.org/jira/browse/YARN-6313,1,dependencies,,,,,,,,,,,,,,,
YARN-1474,13873243,https://issues.apache.org/jira/browse/YARN-1474,1,unexpected behaviour,,,,,,,,,,,,,,,
YARN-415,14065743,https://issues.apache.org/jira/browse/YARN-415,1,Content too long ,,,,,,,,,,,,,,,
YARN-4907,15616131,https://issues.apache.org/jira/browse/YARN-4907,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-737,13677705,https://issues.apache.org/jira/browse/YARN-737,1,error test ,,,,,,,,,,,,,,,
YARN-7654,16472806,https://issues.apache.org/jira/browse/YARN-7654,1,content too long ,,,,,,,,,,,,,,,
YARN-140,13470012,https://issues.apache.org/jira/browse/YARN-140,1,wrong configuration,,,,,,,,,,,,,,,
YARN-4496,15108356,https://issues.apache.org/jira/browse/YARN-4496,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-4690,15145241,https://issues.apache.org/jira/browse/YARN-4690,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-4606,16551179,https://issues.apache.org/jira/browse/YARN-4606,1,unexpected behaviour,,,,,,,,,,,,,,,
YARN-2907,14226139,https://issues.apache.org/jira/browse/YARN-2907,1,unexpected behaviour,,,,,,,,,,,,,,,
YARN-2723,14180484,https://issues.apache.org/jira/browse/YARN-2723,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-888,13865953,https://issues.apache.org/jira/browse/YARN-888,1,external env,,,,,,,,,,,,,,,
YARN-4238,14973388,https://issues.apache.org/jira/browse/YARN-4238,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-3778,14575846,https://issues.apache.org/jira/browse/YARN-3778,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-4643,15118629,https://issues.apache.org/jira/browse/YARN-4643,1,Irrelevant to major changes,,,,,,,,,,,,,,,
YARN-2046,15133626,https://issues.apache.org/jira/browse/YARN-2046,1,Error Test,,,,,,,,,,,,,,,
YARN-9280,16760383,https://issues.apache.org/jira/browse/YARN-9280,1,Error Test,,,,,,,,,,,,,,,
YARN-7119,16279787,https://issues.apache.org/jira/browse/YARN-7119,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-1241,13834473,https://issues.apache.org/jira/browse/YARN-1241,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-1121,13811094,https://issues.apache.org/jira/browse/YARN-1121,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-6647,16261100,https://issues.apache.org/jira/browse/YARN-6647,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-4889,15433775,https://issues.apache.org/jira/browse/YARN-4889,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-9323,16779940,https://issues.apache.org/jira/browse/YARN-9323,1,"dependency",,,,,,,,,,,,,,,
YARN-65,16117174,https://issues.apache.org/jira/browse/YARN-65,1,"checkstyle, Unrelated Testing Classes",,,,,,,,,,,,,,,
YARN-160,14541848,https://issues.apache.org/jira/browse/YARN-160,1,"unkonwn",,,,,,,,,,,,,,,
YARN-7375,16217496,https://issues.apache.org/jira/browse/YARN-7375,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-876,13691495,https://issues.apache.org/jira/browse/YARN-876,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-1582,14297621,https://issues.apache.org/jira/browse/YARN-1582,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-2162,16109550,https://issues.apache.org/jira/browse/YARN-2162,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-6678,16059298,https://issues.apache.org/jira/browse/YARN-6678,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-7479,16319985,https://issues.apache.org/jira/browse/YARN-7479,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-4371,15026923,https://issues.apache.org/jira/browse/YARN-4371,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-6072,15814757,https://issues.apache.org/jira/browse/YARN-6072,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-4715,15157443,https://issues.apache.org/jira/browse/YARN-4715,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
